Temperature,Time
30.45,129.82
30.45,129.84
30.43,129.86
30.43,129.88
30.43,129.9
30.43,129.92
30.45,129.94
30.45,129.96
30.45,129.98
30.45,130
30.47,130.02
30.47,130.04
30.47,130.06
30.47,130.08
30.49,130.1
30.49,130.12
30.49,130.14
30.49,130.16
30.49,130.18
30.49,130.2
30.49,130.22
30.49,130.24
30.49,130.26
30.49,130.28
30.49,130.3
30.49,130.32
30.49,130.34
30.49,130.36
30.49,130.38
30.49,130.4
30.51,130.42
30.51,130.44
30.51,130.46
30.51,130.48
30.49,130.5
30.49,130.52
30.49,130.54
30.49,130.56
30.51,130.58
30.51,130.6
30.51,130.62
30.51,130.64
30.53,130.66
30.53,130.68
30.53,130.7
30.53,130.72
30.49,130.74
30.49,130.76
30.49,130.78
30.49,130.8
30.49,130.82
30.49,130.84
30.49,130.86
30.49,130.88
30.51,130.9
30.51,130.92
30.51,130.94
30.51,130.96
30.49,130.98
30.49,131
30.49,131.02
30.49,131.04
30.51,131.06
30.51,131.08
30.51,131.1
30.51,131.12
30.53,131.14
30.53,131.16
30.53,131.18
30.53,131.2
30.51,131.22
30.51,131.24
30.51,131.26
30.51,131.28
30.53,131.3
30.53,131.32
30.53,131.34
30.53,131.36
30.51,131.38
30.51,131.4
30.51,131.42
30.51,131.44
30.53,131.46
30.53,131.48
30.53,131.5
30.53,131.52
30.53,131.54
30.53,131.56
30.53,131.58
30.53,131.6
30.51,131.62
30.51,131.64
30.51,131.66
30.51,131.68
30.49,131.7
30.49,131.72
30.49,131.74
30.49,131.76
30.49,131.78
30.49,131.8
30.49,131.82
30.49,131.84
30.51,131.86
30.51,131.88
30.51,131.9
30.51,131.92
30.51,131.94
30.51,131.96
30.51,131.98
30.51,132
30.49,132.02
30.49,132.04
30.49,132.06
30.49,132.08
30.51,132.1
30.51,132.12
30.51,132.14
30.51,132.16
30.53,132.18
30.53,132.2
30.53,132.22
30.53,132.24
30.53,132.26
30.53,132.28
30.53,132.3
30.53,132.32
30.53,132.34
30.53,132.36
30.53,132.38
30.53,132.4
30.53,132.42
30.53,132.44
30.53,132.46
30.53,132.48
30.51,132.5
30.51,132.52
30.51,132.54
30.51,132.56
30.53,132.58
30.53,132.6
30.53,132.62
30.53,132.64
30.53,132.66
30.53,132.68
30.53,132.7
30.53,132.72
30.51,132.74
30.51,132.76
30.51,132.78
30.51,132.8
30.53,132.82
30.53,132.84
30.53,132.86
30.53,132.88
30.55,132.9
30.55,132.92
30.55,132.94
30.55,132.96
30.55,132.98
30.55,133
30.55,133.02
30.55,133.04
30.53,133.06
30.53,133.08
30.53,133.1
30.53,133.12
30.53,133.14
30.53,133.16
30.53,133.18
30.53,133.2
30.51,133.22
30.51,133.24
30.51,133.26
30.51,133.28
30.51,133.3
30.51,133.32
30.51,133.34
30.51,133.36
30.53,133.38
30.53,133.4
30.53,133.42
30.53,133.44
30.51,133.46
30.51,133.48
30.51,133.5
30.51,133.52
30.51,133.54
30.51,133.56
30.51,133.58
30.51,133.6
30.51,133.62
30.51,133.64
30.51,133.66
30.51,133.68
30.53,133.7
30.53,133.72
30.53,133.74
30.53,133.76
30.51,133.78
30.51,133.8
30.51,133.82
30.51,133.84
30.51,133.86
30.51,133.88
30.51,133.9
30.51,133.92
30.51,133.94
30.51,133.96
30.51,133.98
30.51,134
30.55,134.02
30.55,134.04
30.55,134.06
30.55,134.08
30.51,134.1
30.51,134.12
30.51,134.14
30.51,134.16
30.53,134.18
30.53,134.2
30.53,134.22
30.53,134.24
30.53,134.26
30.53,134.28
30.53,134.3
30.53,134.32
30.55,134.34
30.55,134.36
30.55,134.38
30.55,134.4
30.55,134.42
30.55,134.44
30.55,134.46
30.55,134.48
30.55,134.5
30.55,134.52
30.55,134.54
30.55,134.56
30.57,134.58
30.57,134.6
30.57,134.62
30.57,134.64
30.55,134.66
30.55,134.68
30.55,134.7
30.55,134.72
30.55,134.74
30.55,134.76
30.55,134.78
30.55,134.8
30.53,134.82
30.53,134.84
30.53,134.86
30.53,134.88
30.55,134.9
30.55,134.92
30.55,134.94
30.55,134.96
30.57,134.98
30.57,135
30.57,135.02
30.57,135.04
30.57,135.06
30.57,135.08
30.57,135.1
30.57,135.12
30.61,135.14
30.61,135.16
30.61,135.18
30.61,135.2
30.59,135.22
30.59,135.24
30.59,135.26
30.59,135.28
30.57,135.3
30.57,135.32
30.57,135.34
30.57,135.36
30.59,135.38
30.59,135.4
30.59,135.42
30.59,135.44
30.59,135.46
30.59,135.48
30.59,135.5
30.59,135.52
30.63,135.54
30.63,135.56
30.63,135.58
30.63,135.6
30.59,135.62
30.59,135.64
30.59,135.66
30.59,135.68
30.61,135.7
30.61,135.72
30.61,135.74
30.61,135.76
30.63,135.78
30.63,135.8
30.63,135.82
30.63,135.84
30.63,135.86
30.63,135.88
30.63,135.9
30.63,135.92
30.65,135.94
30.65,135.96
30.65,135.98
30.65,136
30.65,136.02
30.65,136.04
30.65,136.06
30.65,136.08
30.65,136.1
30.65,136.12
30.65,136.14
30.65,136.16
30.65,136.18
30.65,136.2
30.65,136.22
30.65,136.24
30.67,136.26
30.67,136.28
30.67,136.3
30.67,136.32
30.67,136.34
30.67,136.36
30.67,136.38
30.67,136.4
30.67,136.42
30.67,136.44
30.67,136.46
30.67,136.48
30.67,136.5
30.67,136.52
30.67,136.54
30.67,136.56
30.67,136.58
30.67,136.6
30.67,136.62
30.67,136.64
30.69,136.66
30.69,136.68
30.69,136.7
30.69,136.72
30.71,136.74
30.71,136.76
30.71,136.78
30.71,136.8
30.69,136.82
30.69,136.84
30.69,136.86
30.69,136.88
30.73,136.9
30.73,136.92
30.73,136.94
30.73,136.96
30.73,136.98
30.73,137
30.73,137.02
30.73,137.04
30.73,137.06
30.73,137.08
30.73,137.1
30.73,137.12
30.77,137.14
30.77,137.16
30.77,137.18
30.77,137.2
30.77,137.22
30.77,137.24
30.77,137.26
30.77,137.28
30.77,137.3
30.77,137.32
30.77,137.34
30.77,137.36
30.77,137.38
30.77,137.4
30.77,137.42
30.77,137.44
30.75,137.46
30.75,137.48
30.75,137.5
30.75,137.52
30.79,137.54
30.79,137.56
30.79,137.58
30.79,137.6
30.79,137.62
30.79,137.64
30.79,137.66
30.79,137.68
30.79,137.7
30.79,137.72
30.79,137.74
30.79,137.76
30.79,137.78
30.79,137.8
30.79,137.82
30.79,137.84
30.81,137.86
30.81,137.88
30.81,137.9
30.81,137.92
30.79,137.94
30.79,137.96
30.79,137.98
30.79,138
30.81,138.02
30.81,138.04
30.81,138.06
30.81,138.08
30.81,138.1
30.81,138.12
30.81,138.14
30.81,138.16
30.83,138.18
30.83,138.2
30.83,138.22
30.83,138.24
30.81,138.26
30.81,138.28
30.81,138.3
30.81,138.32
30.85,138.34
30.85,138.36
30.85,138.38
30.85,138.4
30.83,138.42
30.83,138.44
30.83,138.46
30.83,138.48
30.83,138.5
30.83,138.52
30.83,138.54
30.83,138.56
30.85,138.58
30.85,138.6
30.85,138.62
30.85,138.64
30.85,138.66
30.85,138.68
30.85,138.7
30.85,138.72
30.85,138.74
30.85,138.76
30.85,138.78
30.85,138.8
30.87,138.82
30.87,138.84
30.87,138.86
30.87,138.88
30.85,138.9
30.85,138.92
30.85,138.94
30.85,138.96
30.85,138.98
30.85,139
30.85,139.02
30.85,139.04
30.87,139.06
30.87,139.08
30.87,139.1
30.87,139.12
30.89,139.14
30.89,139.16
30.89,139.18
30.89,139.2
30.89,139.22
30.89,139.24
30.89,139.26
30.89,139.28
30.89,139.3
30.89,139.32
30.89,139.34
30.89,139.36
30.87,139.38
30.87,139.4
30.87,139.42
30.87,139.44
30.91,139.46
30.91,139.48
30.91,139.5
30.91,139.52
30.89,139.54
30.89,139.56
30.89,139.58
30.89,139.6
30.89,139.62
30.89,139.64
30.89,139.66
30.89,139.68
30.93,139.7
30.93,139.72
30.93,139.74
30.93,139.76
30.93,139.78
30.93,139.8
30.93,139.82
30.93,139.84
30.93,139.86
30.93,139.88
30.93,139.9
30.93,139.92
30.95,139.94
30.95,139.96
30.95,139.98
30.95,140
30.95,140.02
30.95,140.04
30.95,140.06
30.95,140.08
30.95,140.1
30.95,140.12
30.95,140.14
30.95,140.16
30.95,140.18
30.95,140.2
30.95,140.22
30.95,140.24
30.95,140.26
30.95,140.28
30.95,140.3
30.95,140.32
30.95,140.34
30.95,140.36
30.95,140.38
30.95,140.4
30.99,140.42
30.99,140.44
30.99,140.46
30.99,140.48
30.99,140.5
30.99,140.52
30.99,140.54
30.99,140.56
30.99,140.58
30.99,140.6
30.99,140.62
30.99,140.64
31.01,140.66
31.01,140.68
31.01,140.7
31.01,140.72
31.03,140.74
31.03,140.76
31.03,140.78
31.03,140.8
31.03,140.82
31.03,140.84
31.03,140.86
31.03,140.88
31.03,140.9
31.03,140.92
31.03,140.94
31.03,140.96
31.01,140.98
31.01,141
31.01,141.02
31.01,141.04
31.05,141.06
31.05,141.08
31.05,141.1
31.05,141.12
31.09,141.14
31.09,141.16
31.09,141.18
31.09,141.2
31.05,141.22
31.05,141.24
31.05,141.26
31.05,141.28
31.09,141.3
31.09,141.32
31.09,141.34
31.09,141.36
31.07,141.38
31.07,141.4
31.07,141.42
31.07,141.44
31.09,141.46
31.09,141.48
31.09,141.5
31.09,141.52
31.11,141.54
31.11,141.56
31.11,141.58
31.11,141.6
31.11,141.62
31.11,141.64
31.11,141.66
31.11,141.68
31.11,141.7
31.11,141.72
31.11,141.74
31.11,141.76
31.11,141.78
31.11,141.8
31.11,141.82
31.11,141.84
31.11,141.86
31.11,141.88
31.11,141.9
31.11,141.92
31.11,141.94
31.11,141.96
31.11,141.98
31.11,142
31.11,142.02
31.11,142.04
31.11,142.06
31.11,142.08
31.11,142.1
31.11,142.12
31.11,142.14
31.11,142.16
31.11,142.18
31.11,142.2
31.11,142.22
31.11,142.24
31.09,142.26
31.09,142.28
31.09,142.3
31.09,142.32
31.09,142.34
31.09,142.36
31.09,142.38
31.09,142.4
31.09,142.42
31.09,142.44
31.09,142.46
31.09,142.48
31.05,142.5
31.05,142.52
31.05,142.54
31.05,142.56
31.05,142.58
31.05,142.6
31.05,142.62
31.05,142.64
31.05,142.66
31.05,142.68
31.05,142.7
31.05,142.72
31.03,142.74
31.03,142.76
31.03,142.78
31.03,142.8
31.07,142.82
31.07,142.84
31.07,142.86
31.07,142.88
31.07,142.9
31.07,142.92
31.07,142.94
31.07,142.96
31.05,142.98
31.05,143
31.05,143.02
31.05,143.04
31.05,143.06
31.05,143.08
31.05,143.1
31.05,143.12
31.05,143.14
31.05,143.16
31.05,143.18
31.05,143.2
31.05,143.22
31.05,143.24
31.05,143.26
31.05,143.28
31.05,143.3
31.05,143.32
31.05,143.34
31.05,143.36
31.03,143.38
31.03,143.4
31.03,143.42
31.03,143.44
31.05,143.46
31.05,143.48
31.05,143.5
31.05,143.52
31.03,143.54
31.03,143.56
31.03,143.58
31.03,143.6
31.03,143.62
31.03,143.64
31.03,143.66
31.03,143.68
31.03,143.7
31.03,143.72
31.03,143.74
31.03,143.76
31.05,143.78
31.05,143.8
31.05,143.82
31.05,143.84
31.03,143.86
31.03,143.88
31.03,143.9
31.03,143.92
31.03,143.94
31.03,143.96
31.03,143.98
31.03,144
31.03,144.02
31.03,144.04
31.03,144.06
31.03,144.08
31.03,144.1
31.03,144.12
31.03,144.14
31.03,144.16
31.03,144.18
31.03,144.2
31.03,144.22
31.03,144.24
31.05,144.26
31.05,144.28
31.05,144.3
31.05,144.32
31.03,144.34
31.03,144.36
31.03,144.38
31.03,144.4
31.07,144.42
31.07,144.44
31.07,144.46
31.07,144.48
31.01,144.5
31.01,144.52
31.01,144.54
31.01,144.56
31.03,144.58
31.03,144.6
31.03,144.62
31.03,144.64
31.05,144.66
31.05,144.68
31.05,144.7
31.05,144.72
31.01,144.74
31.01,144.76
31.01,144.78
31.01,144.8
31.03,144.82
31.03,144.84
31.03,144.86
31.03,144.88
31.05,144.9
31.05,144.92
31.05,144.94
31.05,144.96
31.07,144.98
31.07,145
31.07,145.02
31.07,145.04
31.09,145.06
31.09,145.08
31.09,145.1
31.09,145.12
31.05,145.14
31.05,145.16
31.05,145.18
31.05,145.2
31.03,145.22
31.03,145.24
31.03,145.26
31.03,145.28
31.05,145.3
31.05,145.32
31.05,145.34
31.05,145.36
31.05,145.38
31.05,145.4
31.05,145.42
31.05,145.44
31.03,145.46
31.03,145.48
31.03,145.5
31.03,145.52
31.07,145.54
31.07,145.56
31.07,145.58
31.07,145.6
31.09,145.62
31.09,145.64
31.09,145.66
31.09,145.68
31.07,145.7
31.07,145.72
31.07,145.74
31.07,145.76
31.09,145.78
31.09,145.8
31.09,145.82
31.09,145.84
31.09,145.86
31.09,145.88
31.09,145.9
31.09,145.92
31.09,145.94
31.09,145.96
31.09,145.98
31.09,146
31.07,146.02
31.07,146.04
31.07,146.06
31.07,146.08
31.09,146.1
31.09,146.12
31.09,146.14
31.09,146.16
31.09,146.18
31.09,146.2
31.09,146.22
31.09,146.24
31.07,146.26
31.07,146.28
31.07,146.3
31.07,146.32
31.09,146.34
31.09,146.36
31.09,146.38
31.09,146.4
31.09,146.42
31.09,146.44
31.09,146.46
31.09,146.48
31.07,146.5
31.07,146.52
31.07,146.54
31.07,146.56
31.09,146.58
31.09,146.6
31.09,146.62
31.09,146.64
31.09,146.66
31.09,146.68
31.09,146.7
31.09,146.72
31.07,146.74
31.07,146.76
31.07,146.78
31.07,146.8
31.09,146.82
31.09,146.84
31.09,146.86
31.09,146.88
31.05,146.9
31.05,146.92
31.05,146.94
31.05,146.96
31.05,146.98
31.05,147
31.05,147.02
31.05,147.04
31.07,147.06
31.07,147.08
31.07,147.1
31.07,147.12
31.05,147.14
31.05,147.16
31.05,147.18
31.05,147.2
31.07,147.22
31.07,147.24
31.07,147.26
31.07,147.28
31.07,147.3
31.07,147.32
31.07,147.34
31.07,147.36
31.05,147.38
31.05,147.4
31.05,147.42
31.05,147.44
31.07,147.46
31.07,147.48
31.07,147.5
31.07,147.52
31.03,147.54
31.03,147.56
31.03,147.58
31.03,147.6
31.05,147.62
31.05,147.64
31.05,147.66
31.05,147.68
31.01,147.7
31.01,147.72
31.01,147.74
31.01,147.76
31.05,147.78
31.05,147.8
31.05,147.82
31.05,147.84
31.01,147.86
31.01,147.88
31.01,147.9
31.01,147.92
31.03,147.94
31.03,147.96
31.03,147.98
31.03,148
30.99,148.02
30.99,148.04
30.99,148.06
30.99,148.08
30.99,148.1
30.99,148.12
30.99,148.14
30.99,148.16
31.01,148.18
31.01,148.2
31.01,148.22
31.01,148.24
30.99,148.26
30.99,148.28
30.99,148.3
30.99,148.32
30.97,148.34
30.97,148.36
30.97,148.38
30.97,148.4
31.01,148.42
31.01,148.44
31.01,148.46
31.01,148.48
30.99,148.5
30.99,148.52
30.99,148.54
30.99,148.56
30.99,148.58
30.99,148.6
30.99,148.62
30.99,148.64
30.95,148.66
30.95,148.68
30.95,148.7
30.95,148.72
30.95,148.74
30.95,148.76
30.95,148.78
30.95,148.8
30.95,148.82
30.95,148.84
30.95,148.86
30.95,148.88
30.95,148.9
30.95,148.92
30.95,148.94
30.95,148.96
30.93,148.98
30.93,149
30.93,149.02
30.93,149.04
30.95,149.06
30.95,149.08
30.95,149.1
30.95,149.12
30.93,149.14
30.93,149.16
30.93,149.18
30.93,149.2
30.91,149.22
30.91,149.24
30.91,149.26
30.91,149.28
30.89,149.3
30.89,149.32
30.89,149.34
30.89,149.36
30.91,149.38
30.91,149.4
30.91,149.42
30.91,149.44
30.89,149.46
30.89,149.48
30.89,149.5
30.89,149.52
30.93,149.54
30.93,149.56
30.93,149.58
30.93,149.6
30.93,149.62
30.93,149.64
30.93,149.66
30.93,149.68
30.89,149.7
30.89,149.72
30.89,149.74
30.89,149.76
30.91,149.78
30.91,149.8
30.91,149.82
30.91,149.84
30.91,149.86
30.91,149.88
30.91,149.9
30.91,149.92
30.93,149.94
30.93,149.96
30.93,149.98
30.93,150
30.91,150.02
30.91,150.04
30.91,150.06
30.91,150.08
30.91,150.1
30.91,150.12
30.91,150.14
30.91,150.16
30.93,150.18
30.93,150.2
30.93,150.22
30.93,150.24
30.89,150.26
30.89,150.28
30.89,150.3
30.89,150.32
30.91,150.34
30.91,150.36
30.91,150.38
30.91,150.4
30.91,150.42
30.91,150.44
30.91,150.46
30.91,150.48
30.91,150.5
30.91,150.52
30.91,150.54
30.91,150.56
30.93,150.58
30.93,150.6
30.93,150.62
30.93,150.64
30.89,150.66
30.89,150.68
30.89,150.7
30.89,150.72
30.91,150.74
30.91,150.76
30.91,150.78
30.91,150.8
30.91,150.82
30.91,150.84
30.91,150.86
30.91,150.88
30.89,150.9
30.89,150.92
30.89,150.94
30.89,150.96
30.87,150.98
30.87,151
30.87,151.02
30.87,151.04
30.87,151.06
30.87,151.08
30.87,151.1
30.87,151.12
30.87,151.14
30.87,151.16
30.87,151.18
30.87,151.2
30.89,151.22
30.89,151.24
30.89,151.26
30.89,151.28
30.87,151.3
30.87,151.32
30.87,151.34
30.87,151.36
30.85,151.38
30.85,151.4
30.85,151.42
30.85,151.44
30.85,151.46
30.85,151.48
30.85,151.5
30.85,151.52
30.87,151.54
30.87,151.56
30.87,151.58
30.87,151.6
30.85,151.62
30.85,151.64
30.85,151.66
30.85,151.68
30.83,151.7
30.83,151.72
30.83,151.74
30.83,151.76
30.83,151.78
30.83,151.8
30.83,151.82
30.83,151.84
30.83,151.86
30.83,151.88
30.83,151.9
30.83,151.92
30.81,151.94
30.81,151.96
30.81,151.98
30.81,152
30.85,152.02
30.85,152.04
30.85,152.06
30.85,152.08
30.81,152.1
30.81,152.12
30.81,152.14
30.81,152.16
30.81,152.18
30.81,152.2
30.81,152.22
30.81,152.24
30.79,152.26
30.79,152.28
30.79,152.3
30.79,152.32
30.79,152.34
30.79,152.36
30.79,152.38
30.79,152.4
30.81,152.42
30.81,152.44
30.81,152.46
30.81,152.48
30.81,152.5
30.81,152.52
30.81,152.54
30.81,152.56
30.79,152.58
30.79,152.6
30.79,152.62
30.79,152.64
30.77,152.66
30.77,152.68
30.77,152.7
30.77,152.72
30.75,152.74
30.75,152.76
30.75,152.78
30.75,152.8
30.75,152.82
30.75,152.84
30.75,152.86
30.75,152.88
30.77,152.9
30.77,152.92
30.77,152.94
30.77,152.96
30.75,152.98
30.75,153
30.75,153.02
30.75,153.04
30.75,153.06
30.75,153.08
30.75,153.1
30.75,153.12
30.71,153.14
30.71,153.16
30.71,153.18
30.71,153.2
30.73,153.22
30.73,153.24
30.73,153.26
30.73,153.28
30.71,153.3
30.71,153.32
30.71,153.34
30.71,153.36
30.71,153.38
30.71,153.4
30.71,153.42
30.71,153.44
30.67,153.46
30.67,153.48
30.67,153.5
30.67,153.52
30.71,153.54
30.71,153.56
30.71,153.58
30.71,153.6
30.67,153.62
30.67,153.64
30.67,153.66
30.67,153.68
30.71,153.7
30.71,153.72
30.71,153.74
30.71,153.76
30.67,153.78
30.67,153.8
30.67,153.82
30.67,153.84
30.69,153.86
30.69,153.88
30.69,153.9
30.69,153.92
30.69,153.94
30.69,153.96
30.69,153.98
30.69,154
30.67,154.02
30.67,154.04
30.67,154.06
30.67,154.08
30.67,154.1
30.67,154.12
30.67,154.14
30.67,154.16
30.67,154.18
30.67,154.2
30.67,154.22
30.67,154.24
30.65,154.26
30.65,154.28
30.65,154.3
30.65,154.32
30.65,154.34
30.65,154.36
30.65,154.38
30.65,154.4
30.65,154.42
30.65,154.44
30.65,154.46
30.65,154.48
30.65,154.5
30.65,154.52
30.65,154.54
30.65,154.56
30.61,154.58
30.61,154.6
30.61,154.62
30.61,154.64
30.61,154.66
30.61,154.68
30.61,154.7
30.61,154.72
30.59,154.74
30.59,154.76
30.59,154.78
30.59,154.8
30.63,154.82
30.63,154.84
30.63,154.86
30.63,154.88
30.65,154.9
30.65,154.92
30.65,154.94
30.65,154.96
30.63,154.98
30.63,155
30.63,155.02
30.63,155.04
30.67,155.06
30.67,155.08
30.67,155.1
30.67,155.12
30.67,155.14
30.67,155.16
30.67,155.18
30.67,155.2
30.67,155.22
30.67,155.24
30.67,155.26
30.67,155.28
30.63,155.3
30.63,155.32
30.63,155.34
30.63,155.36
30.67,155.38
30.67,155.4
30.67,155.42
30.67,155.44
30.65,155.46
30.65,155.48
30.65,155.5
30.65,155.52
30.67,155.54
30.67,155.56
30.67,155.58
30.67,155.6
30.71,155.62
30.71,155.64
30.71,155.66
30.71,155.68
30.71,155.7
30.71,155.72
30.71,155.74
30.71,155.76
30.69,155.78
30.69,155.8
30.69,155.82
30.69,155.84
30.67,155.86
30.67,155.88
30.67,155.9
30.67,155.92
30.67,155.94
30.67,155.96
30.67,155.98
30.67,156
30.67,156.02
30.67,156.04
30.67,156.06
30.67,156.08
30.65,156.1
30.65,156.12
30.65,156.14
30.65,156.16
30.65,156.18
30.65,156.2
30.65,156.22
30.65,156.24
30.65,156.26
30.65,156.28
30.65,156.3
30.65,156.32
30.61,156.34
30.61,156.36
30.61,156.38
30.61,156.4
30.61,156.42
30.61,156.44
30.61,156.46
30.61,156.48
30.63,156.5
30.63,156.52
30.63,156.54
30.63,156.56
30.63,156.58
30.63,156.6
30.63,156.62
30.63,156.64
30.61,156.66
30.61,156.68
30.61,156.7
30.61,156.72
30.63,156.74
30.63,156.76
30.63,156.78
30.63,156.8
30.59,156.82
30.59,156.84
30.59,156.86
30.59,156.88
30.59,156.9
30.59,156.92
30.59,156.94
30.59,156.96
30.59,156.98
30.59,157
30.59,157.02
30.59,157.04
30.57,157.06
30.57,157.08
30.57,157.1
30.57,157.12
30.57,157.14
30.57,157.16
30.57,157.18
30.57,157.2
30.59,157.22
30.59,157.24
30.59,157.26
30.59,157.28
30.57,157.3
30.57,157.32
30.57,157.34
30.57,157.36
30.59,157.38
30.59,157.4
30.59,157.42
30.59,157.44
30.57,157.46
30.57,157.48
30.57,157.5
30.57,157.52
30.59,157.54
30.59,157.56
30.59,157.58
30.59,157.6
30.59,157.62
30.59,157.64
30.59,157.66
30.59,157.68
30.59,157.7
30.59,157.72
30.59,157.74
30.59,157.76
30.61,157.78
30.61,157.8
30.61,157.82
30.61,157.84
30.61,157.86
30.61,157.88
30.61,157.9
30.61,157.92
30.59,157.94
30.59,157.96
30.59,157.98
30.59,158
30.61,158.02
30.61,158.04
30.61,158.06
30.61,158.08
30.61,158.1
30.61,158.12
30.61,158.14
30.61,158.16
30.61,158.18
30.61,158.2
30.61,158.22
30.61,158.24
30.55,158.26
30.55,158.28
30.55,158.3
30.55,158.32
30.55,158.34
30.55,158.36
30.55,158.38
30.55,158.4
30.53,158.42
30.53,158.44
30.53,158.46
30.53,158.48
30.51,158.5
30.51,158.52
30.51,158.54
30.51,158.56
30.51,158.58
30.51,158.6
30.51,158.62
30.51,158.64
30.49,158.66
30.49,158.68
30.49,158.7
30.49,158.72
30.51,158.74
30.51,158.76
30.51,158.78
30.51,158.8
30.51,158.82
30.51,158.84
30.51,158.86
30.51,158.88
30.47,158.9
30.47,158.92
30.47,158.94
30.47,158.96
30.51,158.98
30.51,159
30.51,159.02
30.51,159.04
30.49,159.06
30.49,159.08
30.49,159.1
30.49,159.12
30.49,159.14
30.49,159.16
30.49,159.18
30.49,159.2
30.49,159.22
30.49,159.24
30.49,159.26
30.49,159.28
30.47,159.3
30.47,159.32
30.47,159.34
30.47,159.36
30.49,159.38
30.49,159.4
30.49,159.42
30.49,159.44
30.51,159.46
30.51,159.48
30.51,159.5
30.51,159.52
30.51,159.54
30.51,159.56
30.51,159.58
30.51,159.6
30.51,159.62
30.51,159.64
30.51,159.66
30.51,159.68
30.53,159.7
30.53,159.72
30.53,159.74
30.53,159.76
30.51,159.78
30.51,159.8
30.51,159.82
30.51,159.84
30.51,159.86
30.51,159.88
30.51,159.9
30.51,159.92
30.53,159.94
30.53,159.96
30.53,159.98
30.53,160
30.53,160.02
30.53,160.04
30.53,160.06
30.53,160.08
30.53,160.1
30.53,160.12
30.53,160.14
30.53,160.16
30.53,160.18
30.53,160.2
30.53,160.22
30.53,160.24
30.53,160.26
30.53,160.28
30.53,160.3
30.53,160.32
30.55,160.34
30.55,160.36
30.55,160.38
30.55,160.4
30.57,160.42
30.57,160.44
30.57,160.46
30.57,160.48
30.55,160.5
30.55,160.52
30.55,160.54
30.55,160.56
30.55,160.58
30.55,160.6
30.55,160.62
30.55,160.64
30.57,160.66
30.57,160.68
30.57,160.7
30.57,160.72
30.59,160.74
30.59,160.76
30.59,160.78
30.59,160.8
30.59,160.82
30.59,160.84
30.59,160.86
30.59,160.88
30.59,160.9
30.59,160.92
30.59,160.94
30.59,160.96
30.59,160.98
30.59,161
30.59,161.02
30.59,161.04
30.61,161.06
30.61,161.08
30.61,161.1
30.61,161.12
30.57,161.14
30.57,161.16
30.57,161.18
30.57,161.2
30.59,161.22
30.59,161.24
30.59,161.26
30.59,161.28
30.57,161.3
30.57,161.32
30.57,161.34
30.57,161.36
30.57,161.38
30.57,161.4
30.57,161.42
30.57,161.44
30.55,161.46
30.55,161.48
30.55,161.5
30.55,161.52
30.55,161.54
30.55,161.56
30.55,161.58
30.55,161.6
30.55,161.62
30.55,161.64
30.55,161.66
30.55,161.68
30.51,161.7
30.51,161.72
30.51,161.74
30.51,161.76
30.53,161.78
30.53,161.8
30.53,161.82
30.53,161.84
30.51,161.86
30.51,161.88
30.51,161.9
30.51,161.92
30.49,161.94
30.49,161.96
30.49,161.98
30.49,162
30.49,162.02
30.49,162.04
30.49,162.06
30.49,162.08
30.47,162.1
30.47,162.12
30.47,162.14
30.47,162.16
30.47,162.18
30.47,162.2
30.47,162.22
30.47,162.24
30.47,162.26
30.47,162.28
30.47,162.3
30.47,162.32
30.45,162.34
30.45,162.36
30.45,162.38
30.45,162.4
30.45,162.42
30.45,162.44
30.45,162.46
30.45,162.48
30.45,162.5
30.45,162.52
30.45,162.54
30.45,162.56
30.45,162.58
30.45,162.6
30.45,162.62
30.45,162.64
30.45,162.66
30.45,162.68
30.45,162.7
30.45,162.72
30.47,162.74
30.47,162.76
30.47,162.78
30.47,162.8
30.47,162.82
30.47,162.84
30.47,162.86
30.47,162.88
30.47,162.9
30.47,162.92
30.47,162.94
30.47,162.96
30.47,162.98
30.47,163
30.47,163.02
30.47,163.04
30.47,163.06
30.47,163.08
30.47,163.1
30.47,163.12
30.47,163.14
30.47,163.16
30.47,163.18
30.47,163.2
30.47,163.22
30.47,163.24
30.47,163.26
30.47,163.28
30.49,163.3
30.49,163.32
30.49,163.34
30.49,163.36
30.51,163.38
30.51,163.4
30.51,163.42
30.51,163.44
30.49,163.46
30.49,163.48
30.49,163.5
30.49,163.52
30.49,163.54
30.49,163.56
30.49,163.58
30.49,163.6
30.51,163.62
30.51,163.64
30.51,163.66
30.51,163.68
30.49,163.7
30.49,163.72
30.49,163.74
30.49,163.76
30.49,163.78
30.49,163.8
30.49,163.82
30.49,163.84
30.49,163.86
30.49,163.88
30.49,163.9
30.49,163.92
30.51,163.94
30.51,163.96
30.51,163.98
30.51,164
30.49,164.02
30.49,164.04
30.49,164.06
30.49,164.08
30.51,164.1
30.51,164.12
30.51,164.14
30.51,164.16
30.53,164.18
30.53,164.2
30.53,164.22
30.53,164.24
30.53,164.26
30.53,164.28
30.53,164.3
30.53,164.32
30.51,164.34
30.51,164.36
30.51,164.38
30.51,164.4
30.53,164.42
30.53,164.44
30.53,164.46
30.53,164.48
30.55,164.5
30.55,164.52
30.55,164.54
30.55,164.56
30.53,164.58
30.53,164.6
30.53,164.62
30.53,164.64
30.51,164.66
30.51,164.68
30.51,164.7
30.51,164.72
30.53,164.74
30.53,164.76
30.53,164.78
30.53,164.8
30.55,164.82
30.55,164.84
30.55,164.86
30.55,164.88
30.55,164.9
30.55,164.92
30.55,164.94
