Time,Passive,PID,Fuzzy,FPID,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0.001,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.002,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.003,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.004,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.006,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.007,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.008,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.009,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.011,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.012,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.013,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.014,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.015,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.016,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.017,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.018,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.019,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.021,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.022,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.023,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.024,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.025,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.026,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.027,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.028,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.029,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.031,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.032,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.033,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.034,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.035,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.036,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.037,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.038,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.039,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.041,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.042,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.043,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.044,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.045,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.046,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.047,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.048,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.049,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.051,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.052,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.053,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.054,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.055,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.056,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.057,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.058,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.059,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.061,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.062,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.063,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.064,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.065,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.066,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.067,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.068,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.069,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.071,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.072,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.073,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.074,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.075,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.076,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.077,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.078,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.079,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.081,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.082,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.083,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.084,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.085,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.086,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.087,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.088,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.089,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.091,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.092,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.093,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.094,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.095,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.096,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.097,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.098,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.099,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.101,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,
0.102,-8.22E-06,3.29E-07,7.12E-06,1.93E-06,,,,,,,,,,,,,,,,,,,,,,,,
0.103,-2.97E-05,-2.77E-06,1.96E-05,1.50E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.104,-6.27E-05,-1.32E-05,4.33E-05,4.74E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.105,-1.06E-04,-4.14E-05,8.66E-05,9.48E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.106,-1.64E-04,-8.44E-05,1.48E-04,1.55E-04,,,,,,,,,,,,,,,,,,,,,,,,
0.107,-2.33E-04,-1.36E-04,2.17E-04,2.23E-04,,,,,,,,,,,,,,,,,,,,,,,,
0.108,-3.15E-04,-1.90E-04,2.85E-04,2.99E-04,,,,,,,,,,,,,,,,,,,,,,,,
0.109,-4.01E-04,-2.38E-04,3.37E-04,3.81E-04,,,,,,,,,,,,,,,,,,,,,,,,
0.11,-4.96E-04,-2.72E-04,3.70E-04,4.61E-04,,,,,,,,,,,,,,,,,,,,,,,,
0.111,-6.04E-04,-3.04E-04,3.73E-04,5.26E-04,,,,,,,,,,,,,,,,,,,,,,,,
0.112,-7.07E-04,-3.39E-04,3.26E-04,5.71E-04,,,,,,,,,,,,,,,,,,,,,,,,
0.113,-7.70E-04,-3.53E-04,2.39E-04,6.10E-04,,,,,,,,,,,,,,,,,,,,,,,,
0.114,-0.000775953,-0.000318284,0.000144862,0.000671057,,,,,,,,,,,,,,,,,,,,,,,,
0.115,-0.000749628,-0.000248002,3.69E-05,7.71E-04,,,,,,,,,,,,,,,,,,,,,,,,
0.116,-0.000797775,-0.000240811,-0.000189793,0.000837396,,,,,,,,,,,,,,,,,,,,,,,,
0.117,-0.001061167,-0.000452121,-0.000709443,0.000788253,,,,,,,,,,,,,,,,,,,,,,,,
0.118,-0.001581986,-0.000888809,-0.00153871,0.000529651,,,,,,,,,,,,,,,,,,,,,,,,
0.119,-0.002343083,-0.001559915,-0.002689736,3.17E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.12,-0.003204846,-0.002369951,-0.004001471,-0.000706595,,,,,,,,,,,,,,,,,,,,,,,,
0.121,-0.003968747,-0.00316572,-0.005342126,-0.001506192,,,,,,,,,,,,,,,,,,,,,,,,
0.122,-0.004453793,-0.003786913,-0.006637537,-0.002205481,,,,,,,,,,,,,,,,,,,,,,,,
0.123,-0.004910368,-0.004402676,-0.007967888,-0.00284899,,,,,,,,,,,,,,,,,,,,,,,,
0.124,-0.005436589,-0.005151218,-0.00944065,-0.003686719,,,,,,,,,,,,,,,,,,,,,,,,
0.125,-0.006045318,-0.006109445,-0.011177712,-0.004890342,,,,,,,,,,,,,,,,,,,,,,,,
0.126,-0.00686499,-0.007426843,-0.013379881,-0.006484389,,,,,,,,,,,,,,,,,,,,,,,,
0.127,-0.008007222,-0.009058221,-0.015931424,-0.008428829,,,,,,,,,,,,,,,,,,,,,,,,
0.128,-0.00930984,-0.010925707,-0.018826476,-0.010741427,,,,,,,,,,,,,,,,,,,,,,,,
0.129,-0.010388426,-0.012576797,-0.021785826,-0.013386768,,,,,,,,,,,,,,,,,,,,,,,,
0.13,-0.011316541,-0.013793765,-0.024436478,-0.016054816,,,,,,,,,,,,,,,,,,,,,,,,
0.131,-0.012252586,-0.014577384,-0.026512619,-0.018760788,,,,,,,,,,,,,,,,,,,,,,,,
0.132,-0.012886291,-0.015053742,-0.0279396,-0.02172249,,,,,,,,,,,,,,,,,,,,,,,,
0.133,-0.012949975,-0.015270431,-0.028824458,-0.024680635,,,,,,,,,,,,,,,,,,,,,,,,
0.134,-0.012333189,-0.014903312,-0.028997618,-0.027233473,,,,,,,,,,,,,,,,,,,,,,,,
0.135,-0.011014366,-0.013822337,-0.028261047,-0.029222351,,,,,,,,,,,,,,,,,,,,,,,,
0.136,-0.008589196,-0.011856382,-0.026157771,-0.030688872,,,,,,,,,,,,,,,,,,,,,,,,
0.137,-0.005121725,-0.009116263,-0.022313471,-0.031301904,,,,,,,,,,,,,,,,,,,,,,,,
0.138,-0.000737901,-0.005545639,-0.016167774,-0.030305869,,,,,,,,,,,,,,,,,,,,,,,,
0.139,0.004351336,-0.00142551,-0.00739295,-0.026798466,,,,,,,,,,,,,,,,,,,,,,,,
0.14,0.009956234,0.003128572,0.004037343,-0.020242484,,,,,,,,,,,,,,,,,,,,,,,,
0.141,0.015948892,0.008065992,0.017591769,-0.010648664,,,,,,,,,,,,,,,,,,,,,,,,
0.142,0.022279104,0.01341361,0.032129538,0.001458638,,,,,,,,,,,,,,,,,,,,,,,,
0.143,0.029066236,0.018958535,0.046659797,0.014856117,,,,,,,,,,,,,,,,,,,,,,,,
0.144,0.036196829,0.024366543,0.060746798,0.028316533,,,,,,,,,,,,,,,,,,,,,,,,
0.145,0.043519873,0.029850472,0.07447047,0.041167763,,,,,,,,,,,,,,,,,,,,,,,,
0.146,0.050863794,0.035699518,0.088417171,0.053828503,,,,,,,,,,,,,,,,,,,,,,,,
0.147,0.05862139,0.042219807,0.103669878,0.067424368,,,,,,,,,,,,,,,,,,,,,,,,
0.148,0.066998311,0.04936646,0.120351168,0.083003368,,,,,,,,,,,,,,,,,,,,,,,,
0.149,0.076059317,0.057422809,0.137095516,0.100435315,,,,,,,,,,,,,,,,,,,,,,,,
0.15,0.085796643,0.066336547,0.15207693,0.118739886,,,,,,,,,,,,,,,,,,,,,,,,
0.151,0.095949737,0.07561401,0.163968535,0.136135823,,,,,,,,,,,,,,,,,,,,,,,,
0.152,0.106087618,0.084776549,0.17206569,0.150458989,,,,,,,,,,,,,,,,,,,,,,,,
0.153,0.116141022,0.093863644,0.176461397,0.160510733,,,,,,,,,,,,,,,,,,,,,,,,
0.154,0.126514446,0.103020197,0.177994623,0.16635805,,,,,,,,,,,,,,,,,,,,,,,,
0.155,0.137334453,0.112135172,0.177783985,0.169017212,,,,,,,,,,,,,,,,,,,,,,,,
0.156,0.148315926,0.121270592,0.176128313,0.169628852,,,,,,,,,,,,,,,,,,,,,,,,
0.157,0.159184994,0.130602407,0.172948675,0.169022671,,,,,,,,,,,,,,,,,,,,,,,,
0.158,0.170303802,0.140444404,0.168226132,0.167879176,,,,,,,,,,,,,,,,,,,,,,,,
0.159,0.181766612,0.1506902,0.162010627,0.165913519,,,,,,,,,,,,,,,,,,,,,,,,
0.16,0.193472116,0.161432744,0.154564212,0.162773682,,,,,,,,,,,,,,,,,,,,,,,,
0.161,0.20528128,0.1725267,0.146851911,0.157869408,,,,,,,,,,,,,,,,,,,,,,,,
0.162,0.217446424,0.184178311,0.140096184,0.151922529,,,,,,,,,,,,,,,,,,,,,,,,
0.163,0.230037814,0.196113318,0.135147643,0.145492021,,,,,,,,,,,,,,,,,,,,,,,,
0.164,0.243271616,0.208502237,0.13295382,0.139623942,,,,,,,,,,,,,,,,,,,,,,,,
0.165,0.257463577,0.221367139,0.13395047,0.135108087,,,,,,,,,,,,,,,,,,,,,,,,
0.166,0.272624942,0.234739494,0.138219527,0.132084237,,,,,,,,,,,,,,,,,,,,,,,,
0.167,0.28823373,0.248279198,0.14525553,0.130560029,,,,,,,,,,,,,,,,,,,,,,,,
0.168,0.304030684,0.261790579,0.154637383,0.130791976,,,,,,,,,,,,,,,,,,,,,,,,
0.169,0.32023078,0.275590075,0.16561675,0.133326334,,,,,,,,,,,,,,,,,,,,,,,,
0.17,0.336796809,0.289723238,0.177772047,0.137865895,,,,,,,,,,,,,,,,,,,,,,,,
0.171,0.353682851,0.304010438,0.191202703,0.144943095,,,,,,,,,,,,,,,,,,,,,,,,
0.172,0.370801544,0.318446666,0.20651284,0.154736556,,,,,,,,,,,,,,,,,,,,,,,,
0.173,0.3883423,0.333445668,0.224218149,0.166912667,,,,,,,,,,,,,,,,,,,,,,,,
0.174,0.406594445,0.349204839,0.243711839,0.18048082,,,,,,,,,,,,,,,,,,,,,,,,
0.175,0.425626861,0.365309515,0.263836934,0.195329948,,,,,,,,,,,,,,,,,,,,,,,,
0.176,0.445340197,0.381281766,0.282045428,0.211119782,,,,,,,,,,,,,,,,,,,,,,,,
0.177,0.465453295,0.397076355,0.296466925,0.225796518,,,,,,,,,,,,,,,,,,,,,,,,
0.178,0.485887467,0.412671504,0.306678016,0.237265174,,,,,,,,,,,,,,,,,,,,,,,,
0.179,0.506879348,0.428013024,0.313958672,0.244585435,,,,,,,,,,,,,,,,,,,,,,,,
0.18,0.5284195,0.443294647,0.319750524,0.248023554,,,,,,,,,,,,,,,,,,,,,,,,
0.181,0.550381848,0.458420801,0.325556202,0.248779804,,,,,,,,,,,,,,,,,,,,,,,,
0.182,0.572841153,0.473311044,0.332310093,0.248431465,,,,,,,,,,,,,,,,,,,,,,,,
0.183,0.595733855,0.488176075,0.339067477,0.249617762,,,,,,,,,,,,,,,,,,,,,,,,
0.184,0.618831854,0.502997051,0.344392264,0.252726393,,,,,,,,,,,,,,,,,,,,,,,,
0.185,0.642271321,0.517403085,0.346744845,0.256552154,,,,,,,,,,,,,,,,,,,,,,,,
0.186,0.666155568,0.531484205,0.346605365,0.258328847,,,,,,,,,,,,,,,,,,,,,,,,
0.187,0.690214919,0.545445115,0.345056318,0.256936039,,,,,,,,,,,,,,,,,,,,,,,,
0.188,0.714241033,0.55928588,0.343567745,0.252248401,,,,,,,,,,,,,,,,,,,,,,,,
0.189,0.738743947,0.573385028,0.342794639,0.245948707,,,,,,,,,,,,,,,,,,,,,,,,
0.19,0.764120129,0.588346257,0.342409824,0.23979517,,,,,,,,,,,,,,,,,,,,,,,,
0.191,0.79035846,0.604069318,0.341822138,0.233854606,,,,,,,,,,,,,,,,,,,,,,,,
0.192,0.817279947,0.619973905,0.340815794,0.227992414,,,,,,,,,,,,,,,,,,,,,,,,
0.193,0.844861071,0.636483872,0.339931168,0.221655446,,,,,,,,,,,,,,,,,,,,,,,,
0.194,0.873214656,0.653916714,0.339814304,0.215107658,,,,,,,,,,,,,,,,,,,,,,,,
0.195,0.902058975,0.671782024,0.341236757,0.208392114,,,,,,,,,,,,,,,,,,,,,,,,
0.196,0.931161008,0.689395291,0.344119826,0.202813386,,,,,,,,,,,,,,,,,,,,,,,,
0.197,0.960197322,0.706951108,0.347935352,0.198232111,,,,,,,,,,,,,,,,,,,,,,,,
0.198,0.989056283,0.724568292,0.351819554,0.193780143,,,,,,,,,,,,,,,,,,,,,,,,
0.199,1.017810191,0.742336685,0.355288084,0.188518874,,,,,,,,,,,,,,,,,,,,,,,,
0.2,1.04704125,0.760716986,0.358103262,0.182494341,,,,,,,,,,,,,,,,,,,,,,,,
0.201,1.076836539,0.779507932,0.360953311,0.176367667,,,,,,,,,,,,,,,,,,,,,,,,
0.202,1.106981342,0.798371485,0.364660124,0.170424499,,,,,,,,,,,,,,,,,,,,,,,,
0.203,1.137157987,0.817168794,0.369223882,0.165299188,,,,,,,,,,,,,,,,,,,,,,,,
0.204,1.1672965,0.835959425,0.373793084,0.160751193,,,,,,,,,,,,,,,,,,,,,,,,
0.205,1.197487267,0.854359053,0.377917622,0.156937053,,,,,,,,,,,,,,,,,,,,,,,,
0.206,1.22775036,0.872442389,0.381452225,0.153682729,,,,,,,,,,,,,,,,,,,,,,,,
0.207,1.258202088,0.890258145,0.38502212,0.151152189,,,,,,,,,,,,,,,,,,,,,,,,
0.208,1.288755014,0.907890266,0.389528976,0.149197862,,,,,,,,,,,,,,,,,,,,,,,,
0.209,1.31970599,0.925291273,0.395554233,0.147425286,,,,,,,,,,,,,,,,,,,,,,,,
0.21,1.351174479,0.942800067,0.403153401,0.145949113,,,,,,,,,,,,,,,,,,,,,,,,
0.211,1.383317259,0.96056972,0.411776274,0.145240477,,,,,,,,,,,,,,,,,,,,,,,,
0.212,1.415755914,0.978398582,0.420305037,0.145890273,,,,,,,,,,,,,,,,,,,,,,,,
0.213,1.448423236,0.99655174,0.428336071,0.148853636,,,,,,,,,,,,,,,,,,,,,,,,
0.214,1.481438399,1.015247138,0.436206931,0.155486395,,,,,,,,,,,,,,,,,,,,,,,,
0.215,1.514711471,1.034261047,0.444613306,0.16671701,,,,,,,,,,,,,,,,,,,,,,,,
0.216,1.54815384,1.052808933,0.453527925,0.182464754,,,,,,,,,,,,,,,,,,,,,,,,
0.217,1.581839543,1.070617987,0.46276502,0.202786087,,,,,,,,,,,,,,,,,,,,,,,,
0.218,1.615564054,1.08767889,0.47188684,0.227546885,,,,,,,,,,,,,,,,,,,,,,,,
0.219,1.64940947,1.104110524,0.480636165,0.256434765,,,,,,,,,,,,,,,,,,,,,,,,
0.22,1.683346102,1.120487768,0.489219743,0.288663742,,,,,,,,,,,,,,,,,,,,,,,,
0.221,1.717344011,1.13701321,0.498028003,0.322817791,,,,,,,,,,,,,,,,,,,,,,,,
0.222,1.750891885,1.153540845,0.50753199,0.357636398,,,,,,,,,,,,,,,,,,,,,,,,
0.223,1.784057094,1.169981412,0.517772578,0.392227102,,,,,,,,,,,,,,,,,,,,,,,,
0.224,1.816526945,1.186308162,0.528803348,0.426075917,,,,,,,,,,,,,,,,,,,,,,,,
0.225,1.848398115,1.202233684,0.540276645,0.458388937,,,,,,,,,,,,,,,,,,,,,,,,
0.226,1.879649792,1.217506673,0.551778145,0.488419242,,,,,,,,,,,,,,,,,,,,,,,,
0.227,1.910194575,1.232044322,0.563211075,0.515675132,,,,,,,,,,,,,,,,,,,,,,,,
0.228,1.940453178,1.246040772,0.57454428,0.5400247,,,,,,,,,,,,,,,,,,,,,,,,
0.229,1.970274888,1.259472656,0.585583849,0.561518887,,,,,,,,,,,,,,,,,,,,,,,,
0.23,1.999717902,1.27214921,0.596203208,0.580106764,,,,,,,,,,,,,,,,,,,,,,,,
0.231,2.028798174,1.284515372,0.606246822,0.595737306,,,,,,,,,,,,,,,,,,,,,,,,
0.232,2.057348667,1.296711429,0.615457669,0.607875019,,,,,,,,,,,,,,,,,,,,,,,,
0.233,2.084891191,1.308387728,0.623056809,0.616299127,,,,,,,,,,,,,,,,,,,,,,,,
0.234,2.111312378,1.319070141,0.629244424,0.621286838,,,,,,,,,,,,,,,,,,,,,,,,
0.235,2.136824417,1.32842939,0.634095665,0.623169337,,,,,,,,,,,,,,,,,,,,,,,,
0.236,2.161277875,1.335961872,0.63806376,0.622124425,,,,,,,,,,,,,,,,,,,,,,,,
0.237,2.184806996,1.341589547,0.641142683,0.617403986,,,,,,,,,,,,,,,,,,,,,,,,
0.238,2.207593755,1.345503246,0.643410796,0.608905195,,,,,,,,,,,,,,,,,,,,,,,,
0.239,2.229229207,1.348373448,0.644692485,0.596729525,,,,,,,,,,,,,,,,,,,,,,,,
0.24,2.249574535,1.350632663,0.644849014,0.581458663,,,,,,,,,,,,,,,,,,,,,,,,
0.241,2.268499459,1.352699412,0.644124253,0.563330762,,,,,,,,,,,,,,,,,,,,,,,,
0.242,2.285939651,1.354432986,0.642514609,0.542559466,,,,,,,,,,,,,,,,,,,,,,,,
0.243,2.301759613,1.355452352,0.640060366,0.519006575,,,,,,,,,,,,,,,,,,,,,,,,
0.244,2.315936223,1.355316229,0.636731247,0.4929527,,,,,,,,,,,,,,,,,,,,,,,,
0.245,2.328370425,1.353657539,0.632710391,0.464833743,,,,,,,,,,,,,,,,,,,,,,,,
0.246,2.338900881,1.350364733,0.627879935,0.435277176,,,,,,,,,,,,,,,,,,,,,,,,
0.247,2.347887175,1.345607699,0.622301189,0.405104035,,,,,,,,,,,,,,,,,,,,,,,,
0.248,2.35545938,1.339913351,0.616285428,0.374944542,,,,,,,,,,,,,,,,,,,,,,,,
0.249,2.361536655,1.333701392,0.610002726,0.345239888,,,,,,,,,,,,,,,,,,,,,,,,
0.25,2.366065573,1.327190779,0.603507493,0.315812807,,,,,,,,,,,,,,,,,,,,,,,,
0.251,2.3688329,1.320277761,0.59682469,0.286500367,,,,,,,,,,,,,,,,,,,,,,,,
0.252,2.369843941,1.31273243,0.589919099,0.257186995,,,,,,,,,,,,,,,,,,,,,,,,
0.253,2.369051788,1.304249023,0.582642417,0.227959035,,,,,,,,,,,,,,,,,,,,,,,,
0.254,2.366591787,1.294648359,0.575091853,0.199187037,,,,,,,,,,,,,,,,,,,,,,,,
0.255,2.36287774,1.283888914,0.56750971,0.171455001,,,,,,,,,,,,,,,,,,,,,,,,
0.256,2.357977652,1.272380576,0.559894875,0.144763379,,,,,,,,,,,,,,,,,,,,,,,,
